transaction_id,timestamp,sender,receiver,location,country,amount,type,channel,is_international,risk_score
2389,2025-09-06 02:02:22,c048bd8b-bc6e-4049-9c0d-7bceb98c852b,c51ef29d-2f36-48f2-a532-31f581e644b5,Charlesmouth,Austria,4248.22,salary,bank_app,1,0.3
2390,2025-04-15 05:53:44,97362a47-3439-40db-aa71-e28caaca26d9,3af99b2c-9af2-4429-8b19-e5a26d7da2e1,Maryport,Belgium,447.74,others,offline,1,0.33
2391,2025-02-18 18:24:17,8576778c-d7b9-49ec-a527-62ab58372611,548cc734-ea4d-4b06-9cb8-b44f91750a4e,Wheelerberg,Italy,3321.02,others,bank_app,0,0.09
2392,2025-08-04 18:08:47,d953fceb-65e4-42d8-9716-96edab19539b,10d4c3b5-07ab-4ce0-ac30-7447dcb269b8,Ryanshire,Germany,2603.0,others,bank_app,0,0.73
2393,2025-09-07 09:18:30,3d1f834c-8406-47f4-8d2b-885591df57a1,900f096c-e55b-44a5-93e8-cce76b57f176,Lake Natalie,Belgium,2286.25,p2p,web,1,0.87
2394,2025-05-26 02:42:41,0a6dceba-d53f-486a-8ab0-7de1e71f1341,7acaddbd-c990-4056-9894-037229c6fe46,Port Derekmouth,Spain,2081.59,merchant,web,0,0.0
2395,2025-05-15 22:04:28,cfef81c7-282b-4771-b4b0-e5ef9112f5f2,1d6851fc-5544-4b67-b25d-fee43179d668,Schwartzborough,Austria,4436.57,p2p,mobile,1,0.3
2396,2025-08-06 20:23:51,c2f2f736-26db-4712-9b63-9e4442f1e3d8,bcbd6f92-43f4-4566-9b96-e7b1355c612c,Port Jennifer,Spain,147.6,p2p,web,1,0.04
2397,2025-09-07 15:19:28,c21f3c71-ca88-4ce0-acf5-cb675b0f2fc6,13b9c4fa-207e-4ede-a4ca-592630f17e81,Jennyberg,Netherlands,1474.34,p2p,offline,0,0.74
2398,2025-05-11 00:42:56,accd1ba7-740a-4f9a-b474-9dce27c67165,bffbf9bc-18eb-4702-95d1-45d1e9ecfb61,Richardburgh,Austria,2036.65,p2p,offline,1,0.22
2399,2025-06-04 00:58:10,dbf53c82-6fdc-4ef0-8058-fa5313d008ed,d2f173a5-a153-4955-8ef8-c12f48244bfa,Lake Tommyborough,Italy,1913.04,others,mobile,1,0.56
2400,2025-03-31 03:04:48,64b824d2-5909-46e7-8423-7a7e1e185c22,a5181dce-3e90-4ba9-8dd8-3114730bfbe0,Ashleyburgh,Germany,4264.15,merchant,bank_app,1,0.03
2401,2025-03-11 12:38:21,ac2a4b2f-4204-4e71-a57e-6552b2302c41,26380bc7-e77c-4f27-b983-47b273d74013,Clairebury,Netherlands,2783.54,others,mobile,1,0.65
2402,2025-08-14 05:15:15,89a8e2e9-16e8-4383-b1a4-fccaec2405c4,ce8a4d3f-d360-4b23-b7ae-721966e7ea20,North Kathleen,Ireland,3493.07,p2p,mobile,0,0.23
2403,2025-02-14 03:59:12,c06d61b5-a3ef-4a01-b188-99adf25255ea,a82d98a5-e3f2-4a06-b2d7-be069551d5de,Marcusmouth,Germany,4177.43,bills,web,0,0.4
2404,2025-05-21 08:23:23,b71d1349-bb3d-485d-9ec9-e054d7c3479b,0e37c6b1-b3a6-4259-a74b-bcc912729bba,East Sean,Germany,4177.93,merchant,web,0,0.63
2405,2025-03-21 00:23:59,a4cfd051-51b4-4b08-bbf9-d10b86ae72d3,e61a8d81-5a1a-411d-a235-0fc3faa66073,Williamsborough,Portugal,2218.94,bills,bank_app,0,0.71
2406,2025-08-25 16:40:05,b7b7d83d-06be-4327-831f-2cf53f465d64,5d61e845-17bd-478e-bfc4-9e8be8bb919f,Mercedesburgh,Ireland,596.63,merchant,web,1,0.83
2407,2025-02-03 14:28:53,91e56f6a-2008-48f4-b68b-de8e30e1d5e5,52cebd15-eac6-4467-8956-8741fd2cea09,Staceyborough,France,2092.71,merchant,bank_app,0,0.88
2408,2025-06-06 21:49:10,375a6d36-3d38-4dff-9595-1e38c8fb620f,ccf79dfe-2964-48d3-bbc1-75e15cd02be6,Fisherbury,Spain,108.12,salary,offline,0,0.29
2409,2025-10-17 09:28:47,92cec562-b5b1-47e5-bef7-1ff5349c91d9,02251573-4ae3-43bb-a4e8-6cc18c0b3473,Heathershire,Spain,450.41,p2p,offline,1,0.39
2410,2025-07-18 07:23:04,ddb4a755-613c-4ec9-a301-66f1a24cde30,0cf1fb79-62d0-487d-9928-996a9713a1f0,Port Brianshire,Spain,4393.35,others,offline,0,0.54
2411,2025-03-05 02:54:29,4683d7ef-7d30-4c87-ae2b-772775086486,77337b4a-cf8b-4b4a-9b01-01a79f1aebb2,Rodriguezberg,Austria,4771.9,others,bank_app,1,0.87
2412,2025-05-23 20:46:54,c1153f34-b685-4468-b1fa-d55cb5bceb9d,556efd01-5d8f-4a23-980f-370692bb40ff,Janetton,Netherlands,4794.89,salary,web,0,0.01
2413,2025-02-21 14:57:54,bb809899-6a9c-4826-86ee-0caf874ee75c,314be058-99ca-434e-b22f-9b33af30dd1b,Port Daniel,Spain,3787.73,p2p,web,1,0.7
2414,2025-10-08 07:36:34,3a477e8f-c494-4d14-8b4e-fdeb49dbe37e,3f6bb93b-4b7c-4748-95af-ef8f883a9ba0,Natalieville,Finland,1835.56,merchant,mobile,0,0.58
2415,2025-02-04 20:16:26,27582965-8a53-4818-8dcd-a5e3193a89bd,e3a4f1cd-713a-4790-8096-b5196a25a21a,Lake Maria,France,2693.72,salary,bank_app,1,0.33
2416,2025-10-02 03:37:48,e9291208-9e94-45e6-832d-1b7d445b77e1,5b1798b2-6537-446f-bf9d-ebc48e020f6d,Victoriamouth,Italy,3620.66,merchant,offline,0,0.1
2417,2025-05-01 12:19:59,705f4de6-81eb-456f-af01-17f22c8723a6,fa557118-6b9c-43a8-965f-beb3c38b4476,Jacksonhaven,Ireland,3784.49,merchant,offline,0,0.66
2418,2025-06-13 23:14:41,6d2a71ab-a030-47cc-8b55-290a604c590f,7f7f7a05-bdaf-4bb5-b717-fbe09b1a3c68,Lozanobury,Ireland,4059.87,salary,bank_app,1,0.88
2419,2025-05-11 00:48:35,6146692d-6e83-4985-86bc-307bf1408030,01cf6031-7fb8-4894-95a6-3260e0ba82d6,Michaelton,Italy,2023.48,merchant,mobile,0,0.56
2420,2025-04-06 02:41:44,d6c5b45a-d52f-401e-9b6b-141f5dc05cba,26bace74-dfaf-4713-8170-47a7af2a305f,Johnsonville,Germany,753.17,merchant,bank_app,1,0.85
2421,2025-04-19 15:41:35,11ead700-a290-41a6-8ffb-f40adc5a9994,5eb61c41-ecca-4729-979c-e898d8c2d0d9,Kyleport,Belgium,2089.87,others,offline,1,0.56
2422,2025-01-02 01:25:02,02faa96c-0765-446e-94d7-9fc4fa820318,bf446d83-e5c8-443b-98f1-c1ebf013bc07,Port Timothyland,Finland,396.22,bills,mobile,0,0.75
2423,2025-02-16 12:34:13,cfd33602-faaf-4c4b-898f-d36ddb5caa83,036f17ad-d427-493d-ac24-c6e280b2da42,Turnershire,Portugal,1580.07,p2p,web,0,0.27
2424,2025-03-04 14:27:34,4e9390d7-9f5a-424c-8689-4fb58e16bc12,75943e3b-1906-4ce6-859b-be4b487ef29f,Grosschester,Portugal,2829.68,merchant,bank_app,0,0.66
2425,2025-05-22 23:28:16,77805463-baa2-4270-a6c8-cad9704ef113,9edb763f-9c07-42f8-a3ba-c7565b62137c,Lake Timothy,Germany,3912.93,others,mobile,1,0.47
2426,2025-06-11 12:44:51,9a2f5edf-5434-455f-8823-befc58e06e4b,5894a5de-23f6-47fb-95a5-fc49e54fa45b,Lake Sharon,Portugal,576.64,merchant,web,1,0.31
2427,2025-08-07 00:41:17,1fb9178e-223a-479d-b393-3ee267de2f66,07aff398-fd0c-4499-a80b-6715e32d0f68,North Samuel,Germany,534.96,bills,offline,1,0.08
2428,2025-01-19 13:30:11,d6022d96-4cdc-4fe9-b756-8de1e52123d5,565b923d-d84c-46fa-8ba1-83534dd7d11f,South Carla,Germany,3220.16,p2p,mobile,1,0.59
2429,2025-08-09 05:15:53,1b52a0bc-6714-4078-95ec-99da5aa736f6,405ddbef-0dcc-475c-9460-c9b181cab305,Marshallside,Belgium,625.68,others,bank_app,0,0.68
2430,2025-08-27 15:46:28,adec9f44-d376-4151-b4d5-4b000abf58e8,c7633fc5-9d33-4b80-9f93-5bf2913a6811,Michaelhaven,France,1144.63,salary,offline,0,0.13
2431,2025-08-06 02:06:15,ed427fa0-1761-48b8-9ede-d61489c1951e,4f44acc3-437c-4211-be04-ee2e6dcbdc62,New Troyport,France,3042.25,salary,offline,0,0.48
2432,2025-04-20 03:33:35,82d500f9-cb41-46d7-9bc3-930bb989cb75,97eb0257-6eeb-45d3-9ed0-24fb197b2ffa,East Mariabury,France,2855.89,merchant,web,0,0.13
2433,2025-03-12 18:18:01,10bc8329-7f0c-45a4-9436-c32b512121af,29886123-93dc-42b1-8aea-5d6e6b93b2c3,Lake Barbarabury,Germany,2636.05,salary,bank_app,0,0.71
2434,2025-04-18 15:26:10,7b8e9225-8ad2-427e-b8d1-01e0325df4c0,0324678f-847f-41b2-bdb0-4ef54f9e71ed,North Richard,Netherlands,1579.72,others,offline,1,0.36
2435,2025-10-25 09:38:54,18b23321-f81b-4f55-b15e-4873190cb9e3,2ca7976f-b1d9-4d80-a4c7-feec4191a59d,East Grantville,Ireland,194.1,bills,bank_app,0,0.89
2436,2025-05-18 05:12:38,97169aaf-601f-455f-98fc-262c0fbeae51,0754f88c-e1df-4b64-95af-3d6bbd10fbf9,East Williamville,Portugal,3113.89,merchant,mobile,1,0.17
2437,2025-05-26 03:58:25,27a2c0bc-9c72-4770-9900-6d13d9594e44,ea12caee-08c0-4271-9494-957dd93f9584,Marktown,Italy,4584.36,others,bank_app,1,0.21
2438,2025-03-27 05:27:31,83423044-7977-452d-80e0-7af630a3ed85,57b8bd06-45a6-48cd-95f9-c9daf82b7dea,Whitemouth,Germany,2227.73,p2p,bank_app,1,0.94
2439,2025-08-04 03:49:26,3e7acc6d-20e6-4e6d-b3cc-d233ec014cd2,d031bacd-135b-4259-bbfd-2053137262a5,Sonyaborough,Netherlands,3848.8,salary,bank_app,1,0.14
2440,2025-09-18 06:47:07,1a2c5afa-51c6-41a9-94bf-08b33f9b41c7,d7ae5078-1502-45d2-9766-16f48e28e2da,Patriciamouth,Netherlands,3204.06,bills,web,0,0.33
2441,2025-08-04 14:05:12,39b6a833-1a56-4e02-8fb9-188c1bd12818,1bcef7e1-a505-4ef1-973f-288e1a0d98e1,Dawnborough,Spain,2815.94,merchant,offline,0,0.91
2442,2025-10-05 18:56:31,9dc8a804-d206-4c2f-b177-e232ee098869,82fee9ca-a0bd-4086-b58e-a42a4140cf87,Nicholston,Italy,3133.74,bills,mobile,1,0.39
2443,2025-04-26 08:18:09,a4a18c57-fed7-4b71-b223-b24fb2f82ebd,2c6899b8-c6e9-4efa-8fcd-60ba2ce8cb4f,Davidborough,Spain,2182.42,bills,mobile,0,0.36
2444,2025-11-03 08:40:28,bdd534af-d738-4171-9002-4b12c959b586,b738b61f-d4c4-44fb-bd1e-7b8773410ff3,West Paul,Netherlands,2530.58,p2p,bank_app,1,0.02
2445,2025-01-28 13:56:48,7ee38019-ab4b-435a-a53f-48ed6bdcb618,9e6af12e-a12f-45c4-999d-c44c1bb1501f,South Brookefurt,Austria,4672.76,bills,bank_app,0,0.11
2446,2025-07-23 06:35:18,d709ab9f-8187-4ef8-89a2-5c59a4a6c561,3db086c0-6f8b-4355-bbf9-6f1f6fb95b27,Alyssatown,Belgium,42.03,others,mobile,1,0.03
2447,2025-04-13 02:15:40,a5b1de61-0518-47ef-9680-9c87bc22be6c,f35a1b7f-fcff-443a-82e5-a5326f74c829,West William,Germany,2704.16,others,web,1,0.55
2448,2025-04-04 13:04:47,d58811a4-eb85-409e-91f3-8adc5ed7f343,43f67128-9220-43cb-a4b5-8b3f64cc9c03,Lancefort,Germany,1735.04,salary,offline,1,0.99
2449,2025-08-04 09:58:48,6e8d85b5-34b5-473d-b0a5-1f4de943a059,3bdd3615-230a-4721-84e9-430585d4fcf7,Williamsfort,Austria,969.46,merchant,offline,0,0.85
2450,2025-09-20 15:56:18,fab007f6-efcb-4ad0-be03-ed2caaf1322a,1b5a8199-702d-4f59-b9c5-90b917e8e826,Port Williamstad,Finland,3485.1,p2p,mobile,1,0.37
2451,2025-09-30 14:59:50,0766b886-5d05-4466-8c07-66fe6ffa6cde,56bc8410-e990-4de8-ae96-1f0c2584a6ee,West Danielle,Ireland,2161.52,salary,offline,1,0.23
2452,2025-10-09 20:03:17,6779b715-b886-4fc5-bb53-2e1b3f150b95,11e1432e-0f61-4874-97da-3c5ebb76fd0c,Lake Daniellestad,France,1698.61,p2p,offline,0,0.8
2453,2025-05-26 12:37:16,13766016-da39-4f3f-b3de-c2f0ce39d1af,c5a29e78-083e-44e2-b0ce-35a6b5cc27c7,Lake Tracyfurt,Ireland,254.88,merchant,mobile,1,0.22
2454,2025-01-08 06:43:43,fcb1f294-2955-44b5-889c-e1d3da3628cc,034017af-9c5b-434b-b0f9-0c12d65d0abf,East Joymouth,Austria,1880.57,bills,mobile,0,0.62
2455,2025-09-18 17:18:21,f12c1e4e-7699-49d6-8853-f81b2235bf36,612fdbcb-caa9-47b1-88e7-1c4e21dc8e3c,East Luke,Germany,2334.68,p2p,bank_app,1,0.74
2456,2025-06-04 08:01:32,03ceade2-33b7-4ae2-a2c8-75edacf155b2,ea33e3fe-de36-4161-a118-d52f8af47f88,South Casey,Finland,1911.24,merchant,offline,0,0.9
2457,2025-07-31 05:33:50,4805eed3-8652-4ff4-b82a-7244bbf75fd7,61a258a4-59aa-4b0e-8aa4-7f0e64f26131,New Juan,Austria,4063.36,salary,offline,1,0.81
2458,2025-06-20 20:06:48,d91f0769-aafa-49e5-8fb5-d69cfb4301fc,50b3db26-2621-450d-acf8-61ea9381322e,Natalietown,Ireland,2097.81,merchant,mobile,1,0.44
2459,2025-05-01 07:04:00,c631f4fe-72de-433d-acd5-f6d187e003fd,90c0be43-d191-4257-be0d-f542b26860bc,Valenzuelafurt,France,2125.69,p2p,web,1,0.39
2460,2025-08-12 15:07:10,0d7f96a8-c42e-4790-acf5-6d0e0dbbfc69,19e81fe4-2b32-45d7-a2a6-d0f3ed0e92fe,North Tyler,Spain,677.47,salary,mobile,1,0.05
2461,2025-06-28 05:52:43,d01effd9-b4b7-4f8f-930f-683f6e77a429,40659d2d-8bba-40a4-bacc-d0db70dfd3f0,East Savannah,Portugal,4731.8,p2p,offline,0,0.93
2462,2025-10-12 08:32:43,fd3db022-f287-4d29-92f1-e3eb5c1f3877,5b265262-9273-4ba9-8dd5-adab962b5214,Susanberg,Spain,4207.97,others,mobile,0,0.52
2463,2025-07-17 00:30:42,3ad054fa-9c24-4353-bd06-546dc1ecc817,a67ec616-9112-469e-99f2-4062176d3d65,Montgomeryburgh,Ireland,519.36,merchant,mobile,0,0.19
2464,2025-01-25 05:40:21,9441ed7e-af9e-427f-b1bc-f07a049ca947,39593e2b-7c42-4667-83fe-005b839d370b,Shannonview,Finland,4405.62,merchant,mobile,1,0.23
2465,2025-10-24 01:15:34,3e7e1bfb-01b2-4391-9b39-bb90bd09becc,d112dd1f-0799-4e9d-94dd-3e1246ac6647,South Aaron,Netherlands,1279.08,p2p,bank_app,0,0.85
2466,2025-07-02 01:40:13,20776d1b-ac1b-4754-a010-d4f818b0bbcc,7d7a821b-3cf9-47d1-a3e3-f4b910e5fe93,Pereztown,France,1596.88,bills,bank_app,1,0.83
2467,2025-06-05 19:11:17,a12a94a8-63b1-4618-8029-b735884e5f89,49bac882-0f55-437f-a898-c6d52f59398f,New John,Belgium,415.6,salary,offline,1,0.65
2468,2025-01-10 12:23:23,f0b7c2e4-0995-42f3-a8f4-36a72e248a50,f7f65b96-072f-4f97-92d2-b78c459aefa2,South Jessicaborough,Ireland,3395.27,others,bank_app,0,0.57
2469,2025-10-20 00:04:02,b0589d76-3692-4355-b3eb-607b6886d0aa,bec91439-f619-4fda-be7c-1415b8514c6f,Port Brianport,France,1812.64,merchant,web,0,0.3
2470,2025-10-25 10:54:10,5cb422ed-9b4e-4626-86da-b6d84f8a5611,70c5eadc-1a73-42f1-9c29-8e6727fe0123,Smithburgh,Spain,1296.44,merchant,offline,0,0.02
2471,2025-07-18 04:49:16,95b0d8f0-c443-4a97-be26-075cf3bceaf1,294160fe-42dd-4122-921e-a7a81e28e018,North Nicole,Ireland,2944.53,bills,mobile,1,0.09
2472,2025-11-03 20:55:43,da2a4bb3-fde9-4570-9f6a-56bc43780843,1062f9ed-c51f-40b8-bdd7-aec51ac0881a,Collinston,Italy,2442.58,merchant,bank_app,1,0.85
2473,2025-06-30 04:24:42,80ffdb97-658d-4e6e-9c0e-de15b257d131,5d635844-4dc9-4f08-86cd-80ce350171b7,Lake Melodyfort,Finland,4091.39,others,offline,1,0.87
2474,2025-09-05 04:58:10,accc119b-0e58-424d-9320-970ab5b8adca,9bd2afe7-d9cb-407f-9c5a-7c817fedee1c,East Anthony,Austria,3323.81,bills,bank_app,0,0.84
2475,2025-06-10 07:33:12,1c7ace73-0a7a-48af-9daa-6f5acef3c8a3,c763eefc-f0da-4a97-a6ea-fd949802fc38,Schultzborough,Austria,3058.54,bills,offline,1,0.3
2476,2025-03-04 22:18:30,6c97ac1c-83e5-422f-8704-e9c7c3236b29,5517c232-9257-4784-84cf-ed33d4d1b9d7,New Tracytown,Netherlands,1392.75,bills,bank_app,1,0.28
2477,2025-03-12 16:42:09,9c920830-306d-49af-b96d-6352d25083bf,522dadcf-06ca-4496-b5a7-8358c9477301,Gutierrezton,France,2842.36,others,mobile,1,0.22
2478,2025-07-14 12:10:59,0eb2123e-3e3c-47cb-bd64-d41481e1310b,a805e464-b126-4d6c-bc38-c93f6219549a,West Michael,Belgium,483.49,others,web,0,0.29
2479,2025-01-28 22:54:08,b1fc12e1-9a27-4527-b653-52e1dfed6a3f,d526f068-c62e-4f08-8b03-533ef7e4fc9b,Port Danielle,Austria,4578.08,merchant,web,0,0.93
2480,2025-08-15 21:02:18,925622c8-ebe7-427b-8b9f-759e39290831,3561ec13-4990-4351-b52e-be5b7913e8eb,Port Wayneborough,Spain,4305.98,salary,mobile,0,0.03
2481,2025-08-18 03:34:13,d903ae0f-8b70-4e4a-ab6c-6c96c3330d1e,c4e0b74a-f763-43fe-a62b-8bf9f120dff5,East Jasmin,France,2844.53,others,mobile,1,0.16
2482,2025-03-10 02:39:38,e69ea84c-288a-4457-a3e7-bad194c7621a,4d062460-bdab-4d0d-b9cb-664cc30ea90d,Paulfurt,Ireland,4397.0,merchant,mobile,1,0.83
2483,2025-04-04 22:24:50,9a4a0822-0d43-403a-9170-55209dc02bb4,c4edf5a8-532a-4637-9539-92d0247c8b28,Port Kristy,Germany,3477.59,p2p,mobile,1,0.93
2484,2025-06-07 01:33:33,063ff902-ffda-4d68-b4fb-95b5badcd213,893187a0-150d-4713-a9d4-f6a1d7a24fdd,Thomasville,Germany,2082.47,p2p,offline,1,0.85
2485,2025-09-01 04:11:35,ed16958d-11ab-4457-8be7-18ec2e145d2f,ea65ea03-d6a4-4496-9e55-681efc8b7c1b,Lindsayborough,Ireland,3460.55,merchant,mobile,0,0.05
2486,2025-10-13 05:56:19,6b90e598-d75a-49f2-831f-9d484b68ef82,ec96195a-d3e8-46c6-b1f1-adae4c4dfbaf,East Kristen,Ireland,4001.13,bills,bank_app,1,0.34
2487,2025-03-19 17:17:24,543292fb-1e08-4d37-8dbb-79b873251838,0aa39017-3cbf-4e50-adbf-c5c84c136cca,Garciatown,France,87.04,others,bank_app,0,0.99
2488,2025-06-30 15:24:30,ae14e07b-d2f9-4e88-9986-fce12312c55e,ee7d2b9b-f570-493e-af43-080a9aa7c10c,North Joyce,Spain,3980.65,merchant,offline,1,0.28
2489,2025-05-19 18:31:55,5bc7426c-ae06-472a-a3bc-38cab5ace33a,b2bf4c5c-9119-4457-88b8-bf243d6e3a65,Watersbury,Portugal,4797.89,others,bank_app,1,0.69
2490,2025-03-27 02:33:52,b5482a9c-7fa8-486c-87f7-1d263752e8c9,10c0044c-27da-402d-8bb6-b10cc5f74f9a,South Elizabeth,Finland,906.04,merchant,offline,0,0.74
2491,2025-05-25 21:16:04,ce335741-19e5-4269-a344-0c3535a71c89,4e71da3f-c8a9-4f3e-83a2-7a688496e3f3,East Jasonberg,Austria,4803.17,p2p,offline,1,0.25
2492,2025-01-25 01:55:45,9a9f17ce-67f6-4122-9ee6-60526329b031,4083a16b-06bd-4b86-a37c-5918341cabc8,Joshuaside,Spain,1962.79,others,mobile,1,0.52
2493,2025-10-08 08:03:21,38c52529-e428-4277-9df6-dece57e4cd29,9bc84da0-f1f3-4e2d-b803-2e2f3096bb66,Joshuastad,Germany,4577.85,others,mobile,1,0.14
2494,2025-04-22 03:22:18,80910bdf-673f-462d-8140-2366b316e7bf,d4840eba-8b63-4934-b961-8ac69783b1b9,Jonesport,Spain,1740.9,merchant,web,0,0.89
2495,2025-04-23 22:52:35,2c0b92ca-4eab-4443-8d4e-2be5da1d9d26,4a3479ed-4d6a-41d4-8d8b-3cd8b8fda148,West Timothyberg,Spain,2893.47,merchant,mobile,1,0.87
2496,2025-07-12 04:38:24,b95792af-9c10-4670-97fe-77d60cacd7c4,24ba0b9c-f048-4ce8-86c5-aa5e38ca8c38,Crystalberg,Portugal,3851.74,merchant,web,0,0.7
2497,2025-04-20 00:23:45,cfa14e9c-dc92-46a6-aeef-6e897e1def8a,6496b6fd-8676-43e6-b772-264138be86b2,Haydenborough,Germany,4197.04,salary,offline,1,0.8
2498,2025-03-11 21:46:44,d1aa7f9d-8a04-4af5-9672-a8ad69354ade,01ceb492-3adc-40e0-baaa-361f31706dfc,Amandashire,Belgium,1581.99,bills,bank_app,1,0.45
2499,2025-06-21 23:58:03,a327f2c7-814b-4462-ba4c-056e6097edaf,7a06f681-7cc7-4da8-9de0-6e7fba0cb6b1,Jacksonmouth,Ireland,2263.98,salary,bank_app,1,0.88
2500,2025-03-07 13:20:21,427c71c2-0ed6-4276-b2d4-641e98624096,5b9c1c6c-7d69-4da9-ad64-2f77b0978542,Walkershire,Finland,2313.25,merchant,web,1,0.63
2501,2025-03-19 16:11:22,4338fe4e-4851-40c2-b430-c678cd99a1ce,5a9e734b-8b95-4ecc-9bdd-964e9aaa3719,Wilsonport,Portugal,1679.24,salary,bank_app,1,0.08
2502,2025-09-02 01:02:52,b2bd2440-fe63-45cd-ad96-a5241321524d,b2c73108-451e-4682-8325-430e55861f2d,South Christinachester,France,3486.31,others,mobile,1,0.35
2503,2025-02-17 08:52:57,7773ce79-2622-4895-af01-d0e8fd3c6127,28bfaadc-936a-4fca-9edc-72b08ebd8432,Timothyburgh,Ireland,1730.58,salary,web,1,0.29
2504,2025-05-15 22:21:40,e0a388c6-8a90-4550-afb2-a0e3614f25ca,af420976-4b3d-460f-9f69-597190815213,New Ronald,Spain,4252.03,salary,offline,0,0.52
2505,2025-08-20 04:36:57,424627c0-23be-4071-9369-55947c6c1349,45cf61b6-f48f-4f0e-a8be-84ba79eed7b2,West Caitlinburgh,Belgium,3138.64,salary,mobile,1,0.74
2506,2025-06-19 03:23:32,697337f1-54d3-46a6-909a-3cbe09e314c2,7b4121b5-04cc-41e5-9cdc-f9e0ff4b4da4,Turnerville,Spain,3289.34,others,offline,0,0.03
2507,2025-08-01 04:19:43,7933f5d5-fb26-405a-8a14-1529f9cb34e2,7b402221-2160-4c3f-a0d9-c290933f405f,Port Tasha,Netherlands,3375.02,merchant,offline,0,0.88
2508,2025-05-22 17:09:09,e9e99a11-9c18-4c5f-a9c2-7c972f35a14f,37d312fb-072c-4c25-bbc8-7b8bf7972927,New Tylerborough,Austria,3176.02,p2p,offline,0,0.9
2509,2025-03-02 08:27:42,e1f87793-6604-4852-93e1-970688e21662,718839fb-4518-44cc-96dc-c0d2e3079023,South Allenmouth,Spain,4029.4,merchant,offline,0,0.5
2510,2025-09-12 10:04:05,9268cd8a-bd80-4c01-9fdb-0f5d65b86861,d7738fb1-23cf-4004-8565-b7e9ba01702a,Hubbardside,Finland,4911.23,others,bank_app,0,0.35
2511,2025-09-08 06:48:12,8390b741-0dd2-4ab9-9ff0-6785a4cbdd5d,8af78672-68f2-455e-ae0b-4a4a48cafcbe,New Benjaminville,Belgium,4809.02,merchant,bank_app,0,0.92
2512,2025-04-23 18:58:09,c315b0c2-4b8e-487c-ae03-00d2aa2b408d,f600947c-bd4f-4881-a230-49c922cf2b9a,Williamsville,Netherlands,3574.24,bills,mobile,0,0.02
2513,2025-02-13 14:16:15,52f7d1dd-e5d9-4f8b-b46b-03595069ae1a,15d7bd1a-aa35-489d-9a7c-b81c2f31fa52,Lopezton,France,77.16,merchant,web,0,0.44
2514,2025-10-26 09:52:04,bd4e1d6e-bdb9-4b6e-a47e-9633a7672782,a2510228-9fd5-4822-89f9-bf046a671b56,Port John,France,3409.77,bills,mobile,0,0.62
2515,2025-03-06 05:13:56,3ac85de7-2da6-48f0-a24b-78d3f7690eeb,f7dc08f3-bf0e-4172-b25b-5a23a38d875d,North Michaelton,Italy,2844.5,others,mobile,0,0.27
2516,2025-04-05 19:22:58,bbcffec1-3963-4a72-8112-09e53ffc8f82,aecee204-8afe-44f5-afcc-43057dc18eb4,Lake Joseph,Netherlands,3741.87,salary,mobile,0,0.25
2517,2025-11-16 22:19:00,e25b20ef-a90a-4933-8d7c-f875fdf29c89,4f47559f-051f-4e2d-bdb0-15d7ba3a7576,South Graceborough,Portugal,3300.21,p2p,bank_app,0,0.29
2518,2025-09-12 06:12:35,3eb55d82-ee27-4b19-b959-ef9066300d94,9a9d0c02-6169-4044-8e9a-d830571b1038,Meganhaven,France,3566.08,others,mobile,0,0.6
2519,2025-01-30 17:26:30,69519784-f413-4861-a42e-4211564258b6,221d88fd-03d1-434a-a08a-9c95cf0cb6f9,Port Dawnstad,Netherlands,3348.02,others,offline,0,0.37
2520,2025-11-13 12:00:59,af0b6fa8-2184-4ff4-9e64-3e3b6740ff2e,d4f23900-4ce6-435a-95d0-7b5f3768e70e,West Jason,Finland,2846.67,p2p,offline,0,0.84
2521,2025-08-11 23:22:09,ff30fc9e-6721-44e6-8cda-6d4d641394a9,a0987f74-6d53-4e96-9ed6-036fea09b880,Amandaberg,Netherlands,2481.81,others,web,0,0.16
2522,2025-05-20 01:14:18,3c1e2b3e-9267-481f-bf95-ca99fc2bdda1,46200f2c-7d86-4563-8a51-f6027104e2e1,South Maureen,Portugal,4833.39,p2p,web,0,0.28
2523,2025-04-30 03:21:27,f89bbc98-2d83-49b6-92cd-37d9d523ae68,aa809277-3a2a-4b1d-99c8-03fc3f42477b,Port Mary,Ireland,199.94,bills,web,1,0.86
2524,2025-03-07 15:20:39,8f865325-6986-45e4-9cc1-87ae24a20f33,87e4d3eb-a219-4a81-855a-52d5900fa566,Lake Christina,France,2451.21,bills,web,0,0.73
2525,2025-04-13 23:00:50,aa007a05-274b-4781-a891-f9d54426eb62,5273735e-a31a-4209-b78f-378248271fb3,Wellsport,Italy,1764.26,merchant,offline,1,0.42
2526,2025-08-24 13:13:55,dffa2798-f8d6-4407-8e40-03f87a494637,7cd8bd3c-c912-4e72-89cc-78635d39be8e,Kevinville,Italy,4236.07,merchant,web,0,0.72
2527,2025-04-30 13:26:11,65ef4ed2-c46c-46fe-b775-857c791f2393,13dfb2e0-6174-4be8-823f-595ce2e0655d,New Natalie,Italy,1679.83,others,web,1,0.46
2528,2025-03-02 00:06:43,04cf356b-9e28-401f-9ea3-80b5b86c4c49,981aed0f-5824-4230-aecc-f6ef125bfa2c,East John,Spain,1332.89,merchant,web,0,0.14
